Type,City,Bedrooms,Area,Price,Predicted_Price,Discount_pct
Apartment,Obour City,3.0,165.0,170000,264852.8377153944,35.8
Twin House,New Hut - El Tagamoa,3.0,300.0,5150000,8024769.70289101,35.8
Apartment,Maadi,2.0,80.0,325000,506107.5014128473,35.8
Chalet,Ras Sedr,3.0,110.0,770000,1198691.655474824,35.8
Apartment,Obour City,3.0,165.0,170000,264852.8377153944,35.8
Twin House,North Coast,3.0,195.0,700000,1089481.3225594717,35.7
Studio,Hurghada,1.0,60.0,390000,606822.977468808,35.7
Apartment,Sheikh Zayed,3.0,230.0,2150000,3345354.892607971,35.7
Duplex,North Coast,2.0,127.0,295000,458820.9621380327,35.7
Chalet,North Coast,2.0,108.0,250000,388809.751446718,35.7
Chalet,Ain Sukhna,3.0,135.0,750000,1167228.1326811577,35.7
Town House,Shorouk City,3.0,482.0,4500000,6999071.303201347,35.7
Twin House,Alamein,4.0,223.0,2000000,3111995.3406908493,35.7
Chalet,Ain Sukhna,3.0,136.0,375000,582909.1798552345,35.7
Town House,New Hut - El Tagamoa,3.0,220.0,1000000,1555778.6807508,35.7
Chalet,Ain Sukhna,3.0,126.0,340000,528728.485997703,35.7
Apartment,Madinaty,2.0,74.0,350000,544556.4879791467,35.7
Apartment,New Heliopolis,2.0,110.0,467500,725997.5749692509,35.6
Chalet,North Coast,3.0,147.0,430000,667817.9662528298,35.6
Duplex,New Hut - El Tagamoa,3.0,213.0,597000,927730.8495309836,35.6
Stand Alone Villa,New Hut - El Tagamoa,4.0,300.0,2500000,3880602.506314963,35.6
Chalet,Ain Sukhna,2.0,100.0,550000,853632.270095873,35.6
Stand Alone Villa,Rehab City,5.0,850.0,7500000,11637750.189925982,35.6
Twin House,6th of October,4.0,565.0,3100000,4815416.352288001,35.6
Apartment,New Heliopolis,2.0,110.0,467500,725997.5749692509,35.6
Chalet,North Coast,3.0,125.0,480000,745147.4588412604,35.6
Duplex,Nakheel,5.0,300.0,450000,699017.8207414587,35.6
Chalet,North Coast,2.0,74.0,500000,776860.9478147036,35.6
Town House,New Hut - El Tagamoa,3.0,180.0,320000,496665.7457737187,35.6
Stand Alone Villa,Sheikh Zayed,4.0,306.0,3800000,5887725.827313833,35.5
Stand Alone Villa,Madinaty,3.0,201.0,2000000,3100601.5173249417,35.5
Chalet,Ain Sukhna,3.0,110.0,950000,1473761.0093084741,35.5
Stand Alone Villa,Obour City,9.0,600.0,4800000,7441749.159814452,35.5
Stand Alone Villa,North Coast,3.0,223.0,790000,1224305.5962997198,35.5
Apartment,New Hut - El Tagamoa,3.0,175.0,662000,1025830.0688572868,35.5
Chalet,North Coast,3.0,135.0,390000,604310.3051269684,35.5
Apartment,New Capital City,3.0,170.0,270000,418864.61587839836,35.5
Stand Alone Villa,New Hut - El Tagamoa,3.0,260.0,691215,1071840.4283599516,35.5
Stand Alone Villa,6th of October,5.0,400.0,2200000,3413078.7122664344,35.5
Apartment,New Hut - El Tagamoa,4.0,198.0,1561000,2419580.5433740485,35.5
Twin House,Sheikh Zayed,4.0,362.0,4500000,6974039.199235445,35.5
Stand Alone Villa,Sheraton,3.0,193.0,700000,1085384.6685434906,35.5
Stand Alone Villa,New Hut - El Tagamoa,3.0,260.0,691125,1071840.4283599516,35.5
Apartment,New Capital City,3.0,130.0,870000,1348812.2187920164,35.5
Apartment,Haram,3.0,155.0,400000,620625.3919447098,35.5
Apartment,Asyut City,3.0,110.0,440000,681508.996992736,35.4
Town House,North Coast,3.0,170.0,1800000,2788063.0220731907,35.4
Apartment,North Coast,2.0,146.0,800000,1238589.964506668,35.4
Town House,6th of October,3.0,259.0,7858000,12154949.41033669,35.4
Stand Alone Villa,New Hut - El Tagamoa,,735.0,6000000,9290347.233573167,35.4
Apartment,Helmeyat El Zaytoun,3.0,155.0,800000,1238816.140076136,35.4
Apartment,New Hut - El Tagamoa,3.0,117.0,1250000,1934320.5769380755,35.4
Apartment,Boulaq,3.0,185.0,750000,1161222.2363177948,35.4
Stand Alone Villa,6th of October,5.0,313.0,1000000,1547262.474998598,35.4
Chalet,North Coast,1.0,50.0,460000,711574.9372740001,35.4
Apartment,New Hut - El Tagamoa,3.0,148.0,279000,431629.25087115116,35.4
Apartment,New Hut - El Tagamoa,3.0,152.0,260000,402607.4320861284,35.4
Chalet,North Coast,3.0,125.0,320000,495506.95009855763,35.4
Stand Alone Villa,New Hut - El Tagamoa,4.0,266.0,930000,1440637.2563704015,35.4
Stand Alone Villa,Madinaty,5.0,440.0,1500000,2322244.2170302295,35.4
Town House,Sheikh Zayed,5.0,355.0,4500000,6959494.244566155,35.3
Chalet,North Coast,2.0,140.0,1800000,2781070.7382262247,35.3
Chalet,North Coast,1.0,88.0,1260000,1946400.8099869916,35.3
Apartment,Sidi Beshr,2.0,98.0,500000,772476.0088274252,35.3
Stand Alone Villa,North Coast,4.0,225.0,1111233,1718296.0134559644,35.3
Chalet,North Coast,4.0,205.0,1575000,2435670.8127082833,35.3
Chalet,Ain Sukhna,2.0,100.0,300000,463679.13108144345,35.3
Town House,Sheikh Zayed,4.0,253.0,3200000,4948936.478160209,35.3
Chalet,North Coast,2.0,100.0,360000,556585.5088754023,35.3
Stand Alone Villa,6th of October,6.0,620.0,4000000,6180510.444003426,35.3
Town House,North Coast,4.0,170.0,530000,817341.0842333824,35.2
Apartment,6th of October,3.0,220.0,1150000,1774054.629361379,35.2
Chalet,Ain Sukhna,3.0,125.0,440000,679145.4227339965,35.2
Stand Alone Villa,New Hut - El Tagamoa,4.0,434.0,6021093,9285135.12221413,35.2
Apartment,New Hut - El Tagamoa,3.0,175.0,1000000,1542698.3287921122,35.2
Duplex,New Hut - El Tagamoa,2.0,145.0,1685600,2603154.1488490887,35.2
Apartment,Sidi Beshr,3.0,108.0,350000,540364.5563163,35.2
Twin House,New Hut - El Tagamoa,4.0,400.0,5500000,8492362.629848244,35.2
Town House,New Hut - El Tagamoa,5.0,624.0,6000000,9264138.14598312,35.2
Stand Alone Villa,Sharm al-Sheikh,3.0,260.0,3750000,5787634.78030615,35.2
Apartment,6th of October,4.0,265.0,1400000,2161398.5416087396,35.2
Stand Alone Villa,Hadayek al-Ahram,4.0,265.0,1700000,2622170.402515331,35.2
Apartment,Saba Pasha,2.0,150.0,1850000,2856862.3110069293,35.2
Stand Alone Villa,Sheikh Zayed,4.0,385.0,5000000,7711118.039169777,35.2
Town House,North Coast,3.0,155.0,600000,924711.0535814383,35.1
Chalet,Ain Sukhna,3.0,150.0,1500000,2309706.582060158,35.1
Twin House,Sheikh Zayed,3.0,256.0,2900000,4470739.05924472,35.1
Apartment,New Hut - El Tagamoa,3.0,180.0,500000,770534.9911812725,35.1
Apartment,Mostakbal City,2.0,138.0,280000,431717.53099887614,35.1
Apartment,Mostakbal City,2.0,138.0,280000,431717.53099887614,35.1
Chalet,Ain Sukhna,3.0,120.0,725000,1117293.4143780533,35.1
Penthouse,Ain Sukhna,2.0,200.0,1200000,1848602.3142792888,35.1
Stand Alone Villa,North Coast,5.0,500.0,6700000,10316865.179694524,35.1
Apartment,Madinaty,3.0,175.0,835000,1287489.9321838946,35.1
Chalet,North Coast,3.0,170.0,2915000,4486053.91918505,35.0
Chalet,North Coast,3.0,120.0,290000,445910.8856588524,35.0
Apartment,New Hut - El Tagamoa,3.0,164.0,247000,380247.1656937503,35.0
Town House,New Hut - El Tagamoa,3.0,225.0,2456000,3778617.458879753,35.0
Stand Alone Villa,New Capital City,4.0,542.0,7300000,11230935.026378598,35.0
Duplex,New Hut - El Tagamoa,3.0,200.0,2100000,3231524.68339997,35.0
Apartment,New Hut - El Tagamoa,3.0,200.0,1700000,2613636.1602164498,35.0
Apartment,Boulaq Dakrour,2.0,152.0,675000,1038640.8590862203,35.0
Apartment,Maadi,3.0,140.0,650000,999381.6648468362,35.0
Stand Alone Villa,Amreya,6.0,750.0,1550000,2383805.630966418,35.0
Apartment,New Hut - El Tagamoa,2.0,139.0,498000,766496.7772541464,35.0
Apartment,Madinaty,3.0,210.0,2350000,3611006.663842821,34.9
Chalet,North Coast,2.0,95.0,800000,1228228.4717764382,34.9
Twin House,New Hut - El Tagamoa,3.0,311.0,2200000,3380067.912352775,34.9
Twin House,New Hut - El Tagamoa,5.0,480.0,7000000,10747653.713144703,34.9
Town House,Sheikh Zayed,4.0,771.0,4700000,7214619.1735683065,34.9
Town House,New Heliopolis,3.0,452.0,2611656,4013059.8171131066,34.9
Twin House,New Hut - El Tagamoa,4.0,450.0,6150000,9438797.633340204,34.8
Apartment,New Hut - El Tagamoa,3.0,173.0,380000,582633.523661232,34.8
Apartment,New Hut - El Tagamoa,3.0,173.0,380000,582633.523661232,34.8
Apartment,New Hut - El Tagamoa,3.0,173.0,380000,582633.523661232,34.8
Apartment,Kafr Abdo,6.0,340.0,2500000,3833726.0819873214,34.8
Twin House,New Hut - El Tagamoa,4.0,240.0,500000,766898.7716030304,34.8
Stand Alone Villa,New Hut - El Tagamoa,5.0,515.0,5800000,8900899.931630049,34.8
Apartment,Sheikh Zayed,3.0,185.0,1240000,1901962.0419351018,34.8
Apartment,Nasr City,3.0,186.0,1850000,2836280.8984542424,34.8
Chalet,Ain Sukhna,2.0,100.0,699000,1072791.1627504302,34.8
Apartment,New Heliopolis,3.0,182.0,955500,1464629.2779279856,34.8
Apartment,New Hut - El Tagamoa,3.0,173.0,380000,582633.523661232,34.8
Apartment,Sheikh Zayed,3.0,200.0,1600000,2453821.2985279993,34.8
Apartment,Hadayek al-Ahram,3.0,145.0,750000,1150544.6137557651,34.8
Apartment,New Hut - El Tagamoa,3.0,128.0,457000,700960.2673598372,34.8
Town House,New Hut - El Tagamoa,4.0,200.0,2500000,3832496.370544348,34.8
Apartment,6th of October,4.0,135.0,1250000,1914919.2573674966,34.7
Stand Alone Villa,Rehab City,5.0,430.0,8200000,12556509.045651596,34.7
Chalet,North Coast,2.0,112.0,220000,336940.7738558349,34.7
Apartment,Agami,2.0,155.0,360000,551593.5193238814,34.7
Chalet,North Coast,3.0,132.0,400000,612859.4232951765,34.7
Stand Alone Villa,6th of October,3.0,185.0,770000,1179930.8092791818,34.7
Apartment,Sporting,4.0,300.0,2000000,3061266.315133966,34.7
Stand Alone Villa,North Coast,5.0,950.0,10500000,16078137.437366495,34.7
Chalet,Downtown Hut,3.0,125.0,300000,459430.5232730535,34.7
Apartment,Faisal,2.0,105.0,260000,398158.1857286333,34.7
Apartment,New Hut - El Tagamoa,3.0,148.0,275000,420970.66761505185,34.7
Town House,Heliopolis,3.0,165.0,480000,735511.5266125127,34.7
Stand Alone Villa,New Hut - El Tagamoa,4.0,478.0,7500000,11489102.236588616,34.7
Apartment,Haram,2.0,132.0,325000,497377.03247708746,34.7
Chalet,North Coast,3.0,180.0,960000,1471063.67735396,34.7
Stand Alone Villa,New Hut - El Tagamoa,4.0,478.0,7500000,11489102.236588616,34.7
Apartment,6th of October,3.0,118.0,450000,689084.5750467652,34.7
Stand Alone Villa,New Hut - El Tagamoa,4.0,478.0,7500000,11489102.236588616,34.7
Apartment,Sheikh Zayed,3.0,183.0,940000,1436891.3759640136,34.6
Apartment,New Hut - El Tagamoa,3.0,145.0,250000,382045.3047852559,34.6
Apartment,New Hut - El Tagamoa,3.0,160.0,316000,483431.9726147599,34.6
Apartment,6th of October,2.0,96.0,520000,794693.3591495838,34.6
Twin House,New Hut - El Tagamoa,4.0,215.0,560000,855961.1068046285,34.6
Stand Alone Villa,Sheikh Zayed,7.0,540.0,7800000,11925673.686576234,34.6
Chalet,North Coast,2.0,92.0,1500000,2292738.3919419167,34.6
Stand Alone Villa,North Coast,5.0,530.0,2100000,3212913.0529120895,34.6
Apartment,Sheikh Zayed,3.0,140.0,1720000,2630361.088281882,34.6
Stand Alone Villa,New Hut - El Tagamoa,4.0,314.0,1330000,2034405.1331121766,34.6
Penthouse,New Hut - El Tagamoa,3.0,160.0,1650000,2522754.70075066,34.6
Apartment,6th of October,3.0,149.0,737550,1128584.9624407433,34.6
Apartment,Sheikh Zayed,3.0,250.0,1750000,2673858.6722167386,34.6
Stand Alone Villa,Sheikh Zayed,5.0,780.0,8500000,12983822.578364834,34.5
Twin House,New Hut - El Tagamoa,4.0,193.0,700000,1069296.2649131285,34.5
Apartment,New Hut - El Tagamoa,3.0,210.0,1500000,2288776.5556471455,34.5
Duplex,North Coast,4.0,210.0,1300000,1985066.479930978,34.5
Twin House,New Hut - El Tagamoa,3.0,280.0,3965000,6054778.778004837,34.5
Town House,New Hut - El Tagamoa,3.0,402.0,6500000,9926569.56244122,34.5
Twin House,Madinaty,3.0,340.0,4700000,7175058.649571064,34.5
Apartment,New Capital City,3.0,180.0,300000,457878.51366978354,34.5
Apartment,6th of October,3.0,220.0,1150000,1755136.1785457523,34.5
Twin House,New Hut - El Tagamoa,4.0,193.0,700000,1069296.2649131285,34.5
Town House,Madinaty,3.0,211.0,3000000,4582513.935316612,34.5
Chalet,North Coast,2.0,121.0,1490000,2275203.5897921124,34.5
Twin House,New Hut - El Tagamoa,4.0,193.0,700000,1069296.2649131285,34.5
Stand Alone Villa,Amreya,5.0,300.0,3000000,4579863.607441128,34.5
Apartment,New Hut - El Tagamoa,3.0,185.0,1450000,2208883.787467269,34.4
Chalet,North Coast,2.0,108.0,255000,388809.751446718,34.4
Stand Alone Villa,New Minya,2.0,150.0,650000,990297.399605732,34.4
Apartment,6th of October,4.0,219.0,1800000,2742401.188026309,34.4
Apartment,Maadi,3.0,200.0,1410000,2147829.381289272,34.4
Chalet,North Coast,3.0,128.0,310000,472325.6596410139,34.4
Chalet,North Coast,3.0,125.0,320000,487913.7382821311,34.4
Apartment,New Hut - El Tagamoa,3.0,200.0,2100000,3202901.5095877317,34.4
Chalet,North Coast,3.0,132.0,400000,609681.8073797096,34.4
Chalet,North Coast,3.0,125.0,320000,487913.7382821311,34.4
Stand Alone Villa,Hurghada,4.0,475.0,3500000,5338952.0175501285,34.4
Chalet,North Coast,3.0,129.0,320000,487720.05180948094,34.4
Chalet,North Coast,3.0,132.0,400000,609681.8073797096,34.4
Twin House,New Hut - El Tagamoa,5.0,450.0,5150000,7845497.193021011,34.4
Apartment,Sheikh Zayed,3.0,161.0,1850000,2818414.9324170123,34.4
Chalet,North Coast,2.0,95.0,850000,1296567.9016023926,34.4
Apartment,Sheikh Zayed,3.0,161.0,1850000,2821326.7448290107,34.4
Stand Alone Villa,Borg al-Arab,3.0,350.0,1500000,2283449.0260957466,34.3
Apartment,Agami,4.0,130.0,300000,456965.08234048146,34.3
Chalet,Ain Sukhna,3.0,150.0,600000,913741.7146103873,34.3
Chalet,North Coast,3.0,132.0,360000,547851.8911955523,34.3
Chalet,Ain Sukhna,3.0,110.0,360000,547915.4598399351,34.3
Stand Alone Villa,New Hut - El Tagamoa,5.0,385.0,2400000,3651699.0095116706,34.3
Chalet,North Coast,2.0,88.0,1200000,1825431.5735405774,34.3
Apartment,New Hut - El Tagamoa,2.0,70.0,440000,670126.5480387214,34.3
Twin House,6th of October,4.0,500.0,3500000,5324293.669425733,34.3
Apartment,New Hut - El Tagamoa,3.0,160.0,260000,395787.71840315213,34.3
Twin House,North Coast,5.0,450.0,8500000,12943592.919052547,34.3
Town House,New Hut - El Tagamoa,4.0,460.0,6500000,9896934.384439118,34.3
Apartment,Saba Pasha,2.0,124.0,1300000,1977716.3077138541,34.3
Apartment,New Hut - El Tagamoa,3.0,173.0,1300000,1976057.0436004058,34.2
Chalet,North Coast,2.0,110.0,260000,394901.2353492987,34.2
Stand Alone Villa,New Hut - El Tagamoa,3.0,300.0,5200000,7907814.626479701,34.2
Stand Alone Villa,Ain Sukhna,4.0,250.0,3550000,5397421.6596231945,34.2
Chalet,North Coast,3.0,125.0,340000,516588.78584746853,34.2
Stand Alone Villa,New Hut - El Tagamoa,3.0,560.0,9000000,13684286.190119104,34.2
Duplex,Shorouk City,3.0,250.0,1750000,2657989.5751430453,34.2
Stand Alone Villa,Smoha,3.0,218.0,2500000,3799104.7327214675,34.2
Town House,North Coast,3.0,193.0,2950000,4481157.519865457,34.2
Apartment,Heliopolis,2.0,220.0,1700000,2585444.0538235875,34.2
Town House,North Coast,4.0,170.0,580000,880435.6700416347,34.1
Town House,North Coast,4.0,170.0,580000,880435.6700416347,34.1
Stand Alone Villa,Madinaty,4.0,542.0,8000000,12144400.38571653,34.1
Town House,Sheikh Zayed,3.0,253.0,3990000,6050561.490060038,34.1
Chalet,Ain Sukhna,3.0,125.0,500000,758537.8501655954,34.1
Chalet,New Hut - El Tagamoa,3.0,150.0,550000,834035.1470558417,34.1
Twin House,New Hut - El Tagamoa,3.0,394.0,7800000,11843767.611980302,34.1
Chalet,Ain Sukhna,3.0,120.0,320000,485525.5197480488,34.1
Town House,Sheikh Zayed,5.0,243.0,4700000,7131517.184267081,34.1
Apartment,6th of October,3.0,150.0,735000,1114507.2484696095,34.1
Chalet,Ain Sukhna,3.0,120.0,320000,485525.5197480488,34.1
Stand Alone Villa,New Hut - El Tagamoa,4.0,390.0,5770000,8745403.487430647,34.0
Stand Alone Villa,New Hut - El Tagamoa,4.0,390.0,5770000,8745403.487430647,34.0
Chalet,Ain Sukhna,3.0,200.0,450000,682234.9081007759,34.0
Town House,North Coast,2.0,200.0,2900000,4391646.261078295,34.0
Chalet,North Coast,2.0,75.0,210000,318207.46630977374,34.0
Apartment,Nasr City,4.0,210.0,1300000,1969429.2492668256,34.0
Chalet,Ain Sukhna,3.0,136.0,350000,529958.0482552858,34.0
Apartment,New Hut - El Tagamoa,3.0,150.0,268000,405836.2414153279,34.0
Chalet,North Coast,3.0,125.0,370000,560511.5899392478,34.0
Stand Alone Villa,North Coast,7.0,700.0,10500000,15897821.950944949,34.0
Apartment,6th of October,3.0,175.0,1550000,2343297.603368402,33.9
Apartment,Helmeyat El Zaytoun,3.0,120.0,490000,741683.2176946183,33.9
Stand Alone Villa,New Hut - El Tagamoa,10.0,575.0,3250000,4915936.934315895,33.9
Town House,North Coast,4.0,303.0,965000,1460741.8738054615,33.9
Apartment,New Hut - El Tagamoa,3.0,170.0,500000,756365.4891287462,33.9
Twin House,6th of October,5.0,565.0,2500000,3783706.188370357,33.9
Apartment,Nasr City,3.0,200.0,1600000,2421806.9036662336,33.9
Town House,New Hut - El Tagamoa,3.0,351.0,6000000,9078980.746244896,33.9
Stand Alone Villa,New Hut - El Tagamoa,5.0,305.0,6500000,9839690.375503857,33.9
Apartment,New Hut - El Tagamoa,3.0,173.0,363000,549146.519214561,33.9
Twin House,North Coast,3.0,180.0,369000,558286.5259486248,33.9
Stand Alone Villa,North Coast,4.0,850.0,8000000,12098336.508138543,33.9
Chalet,Ras Sedr,3.0,110.0,800000,1209771.554857281,33.9
Apartment,New Hut - El Tagamoa,3.0,170.0,600000,906369.8891315991,33.8
Apartment,Ismailia City,2.0,85.0,400000,604022.2020027253,33.8
Apartment,Sheikh Zayed,3.0,225.0,1900000,2869140.305335532,33.8
Apartment,Sheikh Zayed,3.0,225.0,1900000,2869140.305335532,33.8
Town House,New Hut - El Tagamoa,3.0,350.0,5200000,7856366.02800498,33.8
Chalet,North Coast,3.0,125.0,330000,498606.51690592204,33.8
Chalet,North Coast,3.0,125.0,330000,498606.51690592204,33.8
Chalet,North Coast,3.0,125.0,330000,498606.51690592204,33.8
Stand Alone Villa,New Hut - El Tagamoa,6.0,600.0,8500000,12832561.133896628,33.8
Twin House,North Coast,4.0,275.0,2050493,3097192.1088270512,33.8
Chalet,Ras Sedr,2.0,80.0,190000,286949.4698986905,33.8
Stand Alone Villa,New Hut - El Tagamoa,5.0,374.0,1500000,2264304.584262009,33.8
Apartment,New Hut - El Tagamoa,3.0,153.0,254000,383658.98428144597,33.8
Apartment,Maryotaya,3.0,135.0,590000,891279.6583678965,33.8
Apartment,Sidi Beshr,2.0,60.0,345000,521498.03788116726,33.8
Apartment,Khanka,3.0,90.0,300000,453346.5479098052,33.8
Stand Alone Villa,New Hut - El Tagamoa,3.0,240.0,610000,921530.8474642573,33.8
Chalet,North Coast,3.0,125.0,330000,498606.51690592204,33.8
Chalet,Ain Sukhna,2.0,100.0,290000,437961.69908548414,33.8
Twin House,New Hut - El Tagamoa,4.0,400.0,5500000,8311136.99882795,33.8
Apartment,New Hut - El Tagamoa,3.0,191.0,1625000,2452817.9513670634,33.7
Apartment,Hadayek al-Ahram,3.0,225.0,950000,1433423.8276245336,33.7
Apartment,Gesr Al Suez,3.0,175.0,599999,904680.657305453,33.7
Town House,Rehab City,3.0,211.0,3000000,4526144.362682369,33.7
Apartment,New Hut - El Tagamoa,3.0,156.0,264000,398036.3448352182,33.7
Chalet,Ain Sukhna,3.0,135.0,500000,754694.5240398743,33.7
Apartment,Agami,5.0,260.0,820000,1235926.760183755,33.7
Town House,New Hut - El Tagamoa,4.0,270.0,6304000,9501223.731323618,33.7
Apartment,Sheikh Zayed,3.0,250.0,2250000,3395515.124754405,33.7
Chalet,Ain Sukhna,3.0,135.0,400000,603454.5834590681,33.7
Stand Alone Villa,North Coast,5.0,750.0,6500000,9806518.132202763,33.7
Chalet,North Coast,3.0,144.0,480000,722967.8310405273,33.6
Town House,North Coast,3.0,170.0,500000,752626.540953954,33.6
Duplex,Roushdy,3.0,195.0,2500000,3765234.898077308,33.6
Apartment,Nasr City,3.0,175.0,1700000,2560984.7833040915,33.6
Chalet,Ain Sukhna,1.0,75.0,1000000,1505673.6258967158,33.6
Apartment,New Hut - El Tagamoa,3.0,162.0,1720000,2589094.6593378866,33.6
Apartment,Mahalla al-Kobra,3.0,100.0,550000,828534.2051005637,33.6
Apartment,6th of October,3.0,180.0,1400000,2109043.3829744253,33.6
Stand Alone Villa,North Coast,8.0,520.0,2300000,3465550.1198880905,33.6
Town House,Sheikh Zayed,3.0,259.0,3500000,5265585.610737126,33.5
Apartment,Sheikh Zayed,2.0,70.0,975000,1465551.2401671498,33.5
Stand Alone Villa,West Somid,3.0,280.0,4000000,6019126.370496032,33.5
Chalet,North Coast,4.0,180.0,2500000,3757675.231093614,33.5
Chalet,North Coast,2.0,101.0,220000,331016.8426985134,33.5
Chalet,North Coast,3.0,135.0,450000,676661.8017843832,33.5
Duplex,New Hut - El Tagamoa,4.0,300.0,670000,1008036.746911509,33.5
Apartment,6th of October,3.0,205.0,350000,526592.087038953,33.5
Apartment,6th of October,3.0,205.0,350000,526592.087038953,33.5
Town House,New Hut - El Tagamoa,3.0,200.0,550000,827196.4367029931,33.5
Apartment,6th of October,3.0,205.0,350000,526592.087038953,33.5
Apartment,Haram,2.0,60.0,140000,210371.36380319027,33.5
Apartment,6th of October,3.0,205.0,350000,526592.087038953,33.5
Apartment,6th of October,3.0,205.0,350000,526592.087038953,33.5
Town House,New Hut - El Tagamoa,4.0,320.0,1500000,2255457.889330643,33.5
Stand Alone Villa,New Hut - El Tagamoa,5.0,702.0,6250000,9396060.320703456,33.5
Town House,North Coast,4.0,254.0,5250000,7892145.424694783,33.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,600.0,7400000,11112187.183666132,33.4
Apartment,Imbaba,2.0,60.0,195000,292725.07709402754,33.4
Twin House,Sheikh Zayed,3.0,300.0,3700000,5556571.192869031,33.4
Stand Alone Villa,New Hut - El Tagamoa,5.0,392.0,6500000,9757342.561894502,33.4
Stand Alone Villa,New Hut - El Tagamoa,4.0,435.0,6500000,9759982.785880033,33.4
Apartment,Nasr City,3.0,160.0,350000,525188.8953575777,33.4
Apartment,Katameya,3.0,189.0,1800000,2703262.4333418435,33.4
Chalet,North Coast,2.0,140.0,450000,675211.2196668558,33.4
Chalet,Ain Sukhna,3.0,126.0,330000,495315.14046670566,33.4
Apartment,New Hut - El Tagamoa,2.0,144.0,2000000,3002353.315529748,33.4
